P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.031	5450.000	8320.000	1000.000	32021.000	2900.000	33833.000	290056.000
0.029	5550.000	8480.000	1000.000	33987.000	3100.000	35797.000	310088.000
0.026	5650.000	8640.000	1000.000	38079.000	3480.000	40016.000	348069.000
0.026	5750.000	8800.000	1000.000	37745.000	3440.000	39652.000	344084.000
0.025	5850.000	8960.000	1000.000	39504.000	3600.000	41387.000	360051.000
0.025	5950.000	9120.000	1000.000	40392.000	3687.000	42279.000	368720.000
0.025	6050.000	9280.000	1000.000	40254.000	3623.000	42151.000	362312.000
0.024	6150.000	9440.000	1000.000	41423.000	3753.000	43315.000	375391.000
0.021	6250.000	9600.000	1000.000	47372.000	4262.000	49410.000	426240.000
0.022	6350.000	9760.000	1000.000	46231.000	4191.000	48244.000	419138.000
0.021	6450.000	9920.000	1000.000	48407.000	4402.000	50418.000	440213.000
0.019	6550.000	10080.000	1000.000	52190.000	4737.000	54253.000	473719.000
0.019	6650.000	10240.000	1000.000	52347.000	4739.000	54330.000	473978.000
0.018	6750.000	10400.000	1000.000	56531.000	5160.000	58622.000	516033.000
0.019	6850.000	10560.000	1000.000	52309.000	4746.000	54272.000	474683.000
0.017	6950.000	10720.000	1000.000	58435.000	5349.000	60497.000	534913.000
0.017	7050.000	10880.000	1000.000	60138.000	5499.000	62251.000	550000.000
0.015	7150.000	11040.000	1000.000	65472.000	5943.000	67632.000	594349.000
0.016	7250.000	11200.000	1000.000	63437.000	5786.000	65595.000	578615.000
0.016	7350.000	11360.000	1000.000	63500.000	5734.000	65663.000	573439.000
0.014	7450.000	11520.000	1000.000	69369.000	6336.000	71628.000	633690.000
0.014	7550.000	11680.000	1000.000	70240.000	6335.000	72461.000	633552.000
0.014	7650.000	11840.000	1000.000	72809.000	6597.000	75026.000	659764.000
0.014	7750.000	12000.000	1000.000	69911.000	6322.000	72097.000	632291.000
0.013	7850.000	12160.000	1000.000	79668.000	7248.000	82009.000	724843.000
0.013	7950.000	12320.000	1000.000	79125.000	7157.000	81455.000	715717.000
0.012	8050.000	12480.000	1000.000	83940.000	7642.000	86336.000	764267.000
0.012	8150.000	12640.000	1000.000	85349.000	7759.000	87777.000	775989.000
0.011	8250.000	12800.000	1000.000	89600.000	8113.000	92022.000	811331.000
0.011	8350.000	12960.000	1000.000	92093.000	8333.000	94552.000	833330.000
0.010	8450.000	13120.000	1000.000	99166.000	8967.000	101706.000	896809.000
0.010	8550.000	13280.000	1000.000	100743.000	9119.000	103312.000	911941.000
0.010	8650.000	13440.000	1000.000	97218.000	8747.000	99665.000	874763.000
0.010	8750.000	13600.000	1000.000	98307.000	8883.000	100797.000	888374.000
0.009	8850.000	13760.000	1000.000	106329.000	9654.000	108873.000	965520.000
0.010	8950.000	13920.000	1000.000	104245.000	9438.000	106728.000	943844.000
0.010	9050.000	14080.000	1000.000	103731.000	9390.000	106252.000	939099.000
0.009	9150.000	14240.000	1000.000	114388.000	10338.000	117102.000	1033905.000
0.008	9250.000	14400.000	1000.000	118150.000	10733.000	121146.000	1073366.000
0.008	9350.000	14560.000	1000.000	119953.000	10881.000	123782.000	1088202.000
0.008	9450.000	14720.000	1000.000	124077.000	11268.000	127964.000	1126919.000
