P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.055	4150.000	6240.000	1000.000	18291.000	1613.000	19982.000	161362.000
0.053	4250.000	6400.000	1000.000	19044.000	1723.000	20754.000	172346.000
0.050	4350.000	6560.000	1000.000	20161.000	1820.000	21872.000	182086.000
0.051	4450.000	6720.000	1000.000	19786.000	4947.000	21613.000	494747.000
0.045	4550.000	6880.000	1000.000	22236.000	1967.000	24004.000	196796.000
0.045	4650.000	7040.000	1000.000	22237.000	1997.000	23958.000	199719.000
0.045	4750.000	7200.000	1000.000	22372.000	2012.000	24124.000	201302.000
0.042	4850.000	7360.000	1000.000	23859.000	2153.000	25581.000	215315.000
0.040	4950.000	7520.000	1000.000	25112.000	2256.000	26925.000	225625.000
0.038	5050.000	7680.000	1000.000	26060.000	2341.000	27851.000	234124.000
0.036	5150.000	7840.000	1000.000	27505.000	2486.000	29317.000	248620.000
0.033	5250.000	8000.000	1000.000	30003.000	2704.000	31853.000	270410.000
0.033	5350.000	8160.000	1000.000	30354.000	2739.000	32207.000	273985.000
0.032	5450.000	8320.000	1000.000	31663.000	2848.000	33522.000	284867.000
0.030	5550.000	8480.000	1000.000	33863.000	3039.000	35782.000	304000.000
0.028	5650.000	8640.000	1000.000	35383.000	3215.000	37254.000	321559.000
0.029	5750.000	8800.000	1000.000	34218.000	3095.000	36056.000	309521.000
0.028	5850.000	8960.000	1000.000	36111.000	3274.000	37989.000	327501.000
0.026	5950.000	9120.000	1000.000	38232.000	3454.000	40151.000	345409.000
0.025	6050.000	9280.000	1000.000	40803.000	3665.000	42772.000	366530.000
0.026	6150.000	9440.000	1000.000	38728.000	3514.000	40571.000	351493.000
0.022	6250.000	9600.000	1000.000	45213.000	4127.000	47239.000	412789.000
0.020	6350.000	9760.000	1000.000	49278.000	4476.000	51335.000	447614.000
0.022	6450.000	9920.000	1000.000	46493.000	4222.000	48472.000	422263.000
0.020	6550.000	10080.000	1000.000	48922.000	4417.000	50903.000	441748.000
0.020	6650.000	10240.000	1000.000	49666.000	4500.000	51732.000	450014.000
0.019	6750.000	10400.000	1000.000	53056.000	4825.000	55112.000	482518.000
0.019	6850.000	10560.000	1000.000	53954.000	4893.000	56101.000	489372.000
0.018	6950.000	10720.000	1000.000	56898.000	5196.000	58974.000	519618.000
0.019	7050.000	10880.000	1000.000	53865.000	4888.000	55915.000	488875.000
0.016	7150.000	11040.000	1000.000	62860.000	5702.000	65050.000	570293.000
0.015	7250.000	11200.000	1000.000	65304.000	5922.000	67552.000	592223.000
0.015	7350.000	11360.000	1000.000	67201.000	6105.000	69433.000	610574.000
0.016	7450.000	11520.000	1000.000	64509.000	5899.000	66696.000	589958.000
0.015	7550.000	11680.000	1000.000	68142.000	6222.000	70359.000	622293.000
0.015	7650.000	11840.000	1000.000	68737.000	6213.000	70903.000	621404.000
0.014	7750.000	12000.000	1000.000	72900.000	6637.000	75153.000	663804.000
0.013	7850.000	12160.000	1000.000	78934.000	7146.000	81350.000	714680.000
0.012	7950.000	12320.000	1000.000	80373.000	7310.000	82699.000	731075.000
0.012	8050.000	12480.000	1000.000	83420.000	7592.000	85789.000	759231.000
0.012	8150.000	12640.000	1000.000	85005.000	7724.000	87377.000	772483.000
0.012	8250.000	12800.000	1000.000	83722.000	7626.000	86057.000	762706.000
0.012	8350.000	12960.000	1000.000	83678.000	7606.000	86034.000	760664.000
0.012	8450.000	13120.000	1000.000	86339.000	7866.000	88653.000	786672.000
0.011	8550.000	13280.000	1000.000	89328.000	8096.000	91725.000	809680.000
0.010	8650.000	13440.000	1000.000	97406.000	8854.000	99947.000	885431.000
0.010	8750.000	13600.000	1000.000	101757.000	9225.000	104332.000	922598.000
0.010	8850.000	13760.000	1000.000	102326.000	9345.000	104870.000	934544.000
0.010	8950.000	13920.000	1000.000	99341.000	9072.000	101884.000	907239.000
0.009	9050.000	14080.000	1000.000	113457.000	10333.000	116178.000	1033329.000
0.009	9150.000	14240.000	1000.000	112687.000	10277.000	115348.000	1027776.000
0.009	9250.000	14400.000	1000.000	109647.000	10007.000	112455.000	1000816.000
0.009	9350.000	14560.000	1000.000	108229.000	9893.000	111899.000	989377.000
0.008	9450.000	14720.000	1000.000	122769.000	11246.000	126795.000	1124668.000
