P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.020	6950.000	10720.000	1000.000	49315.000	4356.000	51358.000	435680.000
0.020	7050.000	10880.000	1000.000	51214.000	4570.000	53302.000	457023.000
0.020	7150.000	11040.000	1000.000	49760.000	4420.000	51826.000	442105.000
0.019	7250.000	11200.000	1000.000	53383.000	4741.000	55430.000	474196.000
0.018	7350.000	11360.000	1000.000	54648.000	4862.000	56749.000	486267.000
0.019	7450.000	11520.000	1000.000	53227.000	4716.000	55274.000	471630.000
0.017	7550.000	11680.000	1000.000	59644.000	5257.000	61750.000	525804.000
0.016	7650.000	11840.000	1000.000	64457.000	5750.000	66705.000	575062.000
0.016	7750.000	12000.000	1000.000	63950.000	5723.000	66128.000	572413.000
0.015	7850.000	12160.000	1000.000	66123.000	5923.000	68339.000	592315.000
0.015	7950.000	12320.000	1000.000	66064.000	5906.000	68271.000	590625.000
0.014	8050.000	12480.000	1000.000	71622.000	6382.000	73850.000	638232.000
0.014	8150.000	12640.000	1000.000	72900.000	6504.000	75084.000	650495.000
0.014	8250.000	12800.000	1000.000	73201.000	6523.000	75449.000	652368.000
0.012	8350.000	12960.000	1000.000	81570.000	7340.000	84018.000	734086.000
0.012	8450.000	13120.000	1000.000	82686.000	7368.000	84998.000	736868.000
0.012	8550.000	13280.000	1000.000	84126.000	7531.000	86472.000	753136.000
0.012	8650.000	13440.000	1000.000	85745.000	7658.000	88128.000	765854.000
0.011	8750.000	13600.000	1000.000	88820.000	7959.000	91183.000	795939.000
0.011	8850.000	13760.000	1000.000	91387.000	8175.000	93814.000	817571.000
0.011	8950.000	13920.000	1000.000	89095.000	8002.000	91472.000	800237.000
0.010	9050.000	14080.000	1000.000	101623.000	9096.000	104215.000	909642.000
0.010	9150.000	14240.000	1000.000	99440.000	8927.000	102021.000	892803.000
0.010	9250.000	14400.000	1000.000	103439.000	9316.000	106342.000	931669.000
0.010	9350.000	14560.000	1000.000	99692.000	8985.000	103287.000	898557.000
0.009	9450.000	14720.000	1000.000	105843.000	9566.000	109531.000	956708.000
