P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.044	4250.000	6400.000	1000.000	22897.000	2086.000	24616.000	208612.000
0.042	4350.000	6560.000	1000.000	23747.000	2184.000	25490.000	218435.000
0.040	4450.000	6720.000	1000.000	25156.000	2276.000	26913.000	227676.000
0.037	4550.000	6880.000	1000.000	27184.000	2498.000	28940.000	249883.000
0.036	4650.000	7040.000	1000.000	27638.000	2536.000	29429.000	253677.000
0.032	4750.000	7200.000	1000.000	31327.000	2877.000	33151.000	287743.000
0.032	4850.000	7360.000	1000.000	31463.000	2872.000	33271.000	287256.000
0.030	4950.000	7520.000	1000.000	33811.000	3083.000	35698.000	308378.000
0.030	5050.000	7680.000	1000.000	33855.000	3082.000	35787.000	308289.000
0.029	5150.000	7840.000	1000.000	34642.000	3207.000	36537.000	320794.000
0.029	5250.000	8000.000	1000.000	34822.000	3191.000	36669.000	319198.000
0.026	5350.000	8160.000	1000.000	37942.000	3459.000	39836.000	345960.000
0.025	5450.000	8320.000	1000.000	39715.000	3636.000	41654.000	363698.000
0.024	5550.000	8480.000	1000.000	41057.000	3758.000	42957.000	375907.000
0.023	5650.000	8640.000	1000.000	44427.000	4074.000	46421.000	407460.000
0.023	5750.000	8800.000	1000.000	43197.000	3969.000	45158.000	396923.000
0.022	5850.000	8960.000	1000.000	46212.000	4261.000	48212.000	426176.000
0.021	5950.000	9120.000	1000.000	48655.000	4477.000	50711.000	447781.000
0.019	6050.000	9280.000	1000.000	51917.000	4747.000	53974.000	474735.000
0.019	6150.000	9440.000	1000.000	53378.000	4906.000	55501.000	490691.000
0.018	6250.000	9600.000	1000.000	56070.000	5156.000	58116.000	515709.000
0.017	6350.000	9760.000	1000.000	59853.000	5517.000	62017.000	551734.000
0.017	6450.000	9920.000	1000.000	58248.000	5332.000	60355.000	533285.000
0.017	6550.000	10080.000	1000.000	60583.000	5578.000	62713.000	557911.000
0.015	6650.000	10240.000	1000.000	64532.000	5930.000	66734.000	593020.000
0.015	6750.000	10400.000	1000.000	67407.000	6214.000	69628.000	621513.000
0.015	6850.000	10560.000	1000.000	66638.000	6128.000	68839.000	612836.000
0.014	6950.000	10720.000	1000.000	69921.000	6450.000	72235.000	645063.000
0.015	7050.000	10880.000	1000.000	68392.000	6290.000	70568.000	629051.000
0.012	7150.000	11040.000	1000.000	81797.000	7554.000	84192.000	755458.000
0.012	7250.000	11200.000	1000.000	80887.000	7417.000	83230.000	741730.000
0.012	7350.000	11360.000	1000.000	83115.000	7662.000	85532.000	766277.000
0.012	7450.000	11520.000	1000.000	86654.000	7967.000	89067.000	796727.000
0.012	7550.000	11680.000	1000.000	83839.000	7724.000	86249.000	772492.000
0.012	7650.000	11840.000	1000.000	85907.000	7937.000	88351.000	793728.000
0.011	7750.000	12000.000	1000.000	89049.000	8195.000	91482.000	819558.000
0.011	7850.000	12160.000	1000.000	94643.000	8688.000	97146.000	868912.000
0.010	7950.000	12320.000	1000.000	101476.000	9279.000	104005.000	927957.000
0.010	8050.000	12480.000	1000.000	96124.000	8807.000	98547.000	880790.000
0.010	8150.000	12640.000	1000.000	100087.000	9182.000	102610.000	918294.000
0.009	8250.000	12800.000	1000.000	106240.000	9761.000	108867.000	976187.000
0.009	8350.000	12960.000	1000.000	112292.000	10333.000	114956.000	1033325.000
0.009	8450.000	13120.000	1000.000	115821.000	10625.000	118557.000	1062614.000
0.009	8550.000	13280.000	1000.000	116867.000	10692.000	119537.000	1069229.000
0.008	8650.000	13440.000	1000.000	118929.000	10895.000	121629.000	1089570.000
0.009	8750.000	13600.000	1000.000	115423.000	10576.000	118108.000	1057686.000
0.008	8850.000	13760.000	1000.000	124466.000	11349.000	127186.000	1135001.000
0.008	8950.000	13920.000	1000.000	123334.000	11279.000	126086.000	1127974.000
0.008	9050.000	14080.000	1000.000	122784.000	11235.000	125500.000	1123616.000
0.007	9150.000	14240.000	1000.000	134453.000	12238.000	137279.000	1223908.000
0.007	9250.000	14400.000	1000.000	148977.000	13668.000	152335.000	1366901.000
0.007	9350.000	14560.000	1000.000	138960.000	12725.000	143087.000	1272618.000
0.007	9450.000	14720.000	1000.000	141900.000	13016.000	146117.000	1301666.000
