P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.033	5150.000	7840.000	1000.000	30447.000	2751.000	32176.000	275180.000
0.031	5250.000	8000.000	1000.000	32396.000	2907.000	34200.000	290801.000
0.029	5350.000	8160.000	1000.000	34537.000	3137.000	36408.000	313778.000
0.028	5450.000	8320.000	1000.000	36119.000	3286.000	37986.000	328625.000
0.026	5550.000	8480.000	1000.000	37918.000	3446.000	39851.000	344699.000
0.026	5650.000	8640.000	1000.000	38079.000	3445.000	40004.000	344543.000
0.025	5750.000	8800.000	1000.000	40159.000	3641.000	42115.000	364180.000
0.022	5850.000	8960.000	1000.000	44973.000	4090.000	46997.000	409036.000
0.023	5950.000	9120.000	1000.000	42633.000	3865.000	44542.000	386524.000
0.021	6050.000	9280.000	1000.000	48595.000	4415.000	50594.000	441561.000
0.019	6150.000	9440.000	1000.000	51987.000	4730.000	54080.000	473025.000
0.020	6250.000	9600.000	1000.000	49361.000	4496.000	51371.000	449676.000
0.019	6350.000	9760.000	1000.000	51523.000	4684.000	53567.000	468449.000
0.018	6450.000	9920.000	1000.000	56773.000	5154.000	58950.000	515464.000
0.018	6550.000	10080.000	1000.000	54836.000	4989.000	56908.000	498993.000
0.017	6650.000	10240.000	1000.000	60419.000	5512.000	62542.000	551279.000
0.017	6750.000	10400.000	1000.000	59539.000	5451.000	61730.000	545173.000
0.017	6850.000	10560.000	1000.000	60494.000	5504.000	62633.000	550432.000
0.016	6950.000	10720.000	1000.000	62781.000	5707.000	64938.000	570719.000
0.015	7050.000	10880.000	1000.000	65256.000	5949.000	67464.000	594977.000
0.014	7150.000	11040.000	1000.000	70746.000	6453.000	73040.000	645368.000
0.014	7250.000	11200.000	1000.000	72552.000	6609.000	74839.000	660981.000
0.014	7350.000	11360.000	1000.000	70380.000	6380.000	72604.000	638029.000
0.014	7450.000	11520.000	1000.000	73373.000	6646.000	75553.000	664693.000
0.013	7550.000	11680.000	1000.000	75104.000	6793.000	77360.000	679321.000
0.012	7650.000	11840.000	1000.000	82945.000	7575.000	85337.000	757525.000
0.013	7750.000	12000.000	1000.000	78771.000	7188.000	81053.000	718911.000
0.012	7850.000	12160.000	1000.000	86769.000	7835.000	89137.000	783612.000
0.012	7950.000	12320.000	1000.000	84828.000	7701.000	87193.000	770204.000
0.011	8050.000	12480.000	1000.000	92008.000	8332.000	94468.000	833307.000
0.011	8150.000	12640.000	1000.000	90787.000	8228.000	93214.000	822900.000
0.010	8250.000	12800.000	1000.000	101233.000	9195.000	103750.000	919561.000
0.010	8350.000	12960.000	1000.000	99628.000	9079.000	102120.000	907967.000
0.009	8450.000	13120.000	1000.000	106560.000	9707.000	109183.000	970776.000
0.010	8550.000	13280.000	1000.000	100552.000	9157.000	102990.000	915744.000
0.009	8650.000	13440.000	1000.000	108610.000	9883.000	111136.000	988336.000
0.008	8750.000	13600.000	1000.000	119695.000	10910.000	122382.000	1091051.000
0.009	8850.000	13760.000	1000.000	110866.000	10101.000	113410.000	1010152.000
0.008	8950.000	13920.000	1000.000	118548.000	10773.000	121178.000	1077402.000
0.008	9050.000	14080.000	1000.000	127969.000	11597.000	130730.000	1159736.000
0.008	9150.000	14240.000	1000.000	131442.000	11886.000	134268.000	1188722.000
0.007	9250.000	14400.000	1000.000	136348.000	12450.000	139605.000	1245107.000
0.007	9350.000	14560.000	1000.000	137712.000	12635.000	141606.000	1263568.000
0.007	9450.000	14720.000	1000.000	138464.000	12694.000	142709.000	1269440.000
