P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.040	4650.000	7040.000	1000.000	25054.000	2252.000	26865.000	225263.000
0.040	4750.000	7200.000	1000.000	25293.000	2300.000	27037.000	230049.000
0.037	4850.000	7360.000	1000.000	27279.000	2476.000	29074.000	247607.000
0.035	4950.000	7520.000	1000.000	28919.000	2613.000	30741.000	261365.000
0.036	5050.000	7680.000	1000.000	27458.000	2489.000	29261.000	248946.000
0.032	5150.000	7840.000	1000.000	31216.000	2812.000	33138.000	281265.000
0.033	5250.000	8000.000	1000.000	30345.000	2734.000	32159.000	273486.000
0.031	5350.000	8160.000	1000.000	31762.000	2864.000	33554.000	286425.000
0.029	5450.000	8320.000	1000.000	34635.000	3172.000	36518.000	317208.000
0.027	5550.000	8480.000	1000.000	37643.000	3425.000	39516.000	342536.000
0.028	5650.000	8640.000	1000.000	36174.000	3294.000	38000.000	329444.000
0.025	5750.000	8800.000	1000.000	40210.000	3663.000	42120.000	366318.000
0.025	5850.000	8960.000	1000.000	39282.000	3559.000	41231.000	355926.000
0.025	5950.000	9120.000	1000.000	40112.000	3649.000	42013.000	364935.000
0.024	6050.000	9280.000	1000.000	42488.000	3872.000	44450.000	387271.000
0.022	6150.000	9440.000	1000.000	44469.000	4023.000	46442.000	402385.000
0.021	6250.000	9600.000	1000.000	46757.000	4263.000	48762.000	426320.000
0.021	6350.000	9760.000	1000.000	46968.000	4305.000	48943.000	430590.000
0.020	6450.000	9920.000	1000.000	50954.000	4630.000	52978.000	463098.000
0.019	6550.000	10080.000	1000.000	53935.000	4922.000	55990.000	492244.000
0.018	6650.000	10240.000	1000.000	56063.000	5115.000	58079.000	511532.000
0.018	6750.000	10400.000	1000.000	55293.000	5039.000	57336.000	504001.000
0.017	6850.000	10560.000	1000.000	57269.000	5206.000	59351.000	520656.000
0.017	6950.000	10720.000	1000.000	60591.000	5485.000	62720.000	548612.000
0.016	7050.000	10880.000	1000.000	62138.000	5653.000	64320.000	565335.000
0.015	7150.000	11040.000	1000.000	64812.000	5872.000	67036.000	587310.000
0.016	7250.000	11200.000	1000.000	63153.000	5742.000	65275.000	574307.000
0.015	7350.000	11360.000	1000.000	66586.000	6047.000	68821.000	604725.000
0.014	7450.000	11520.000	1000.000	70519.000	6409.000	72739.000	640976.000
0.014	7550.000	11680.000	1000.000	72380.000	6584.000	74686.000	658427.000
0.013	7650.000	11840.000	1000.000	77009.000	7003.000	79313.000	700382.000
0.013	7750.000	12000.000	1000.000	78700.000	7188.000	81006.000	718846.000
0.013	7850.000	12160.000	1000.000	77687.000	7079.000	79929.000	707921.000
0.012	7950.000	12320.000	1000.000	81609.000	7421.000	83876.000	742145.000
0.011	8050.000	12480.000	1000.000	87180.000	7905.000	89592.000	790548.000
0.012	8150.000	12640.000	1000.000	86290.000	7834.000	88661.000	783450.000
0.011	8250.000	12800.000	1000.000	90195.000	8176.000	92700.000	817648.000
0.012	8350.000	12960.000	1000.000	86753.000	7893.000	89098.000	789336.000
0.010	8450.000	13120.000	1000.000	102066.000	9235.000	104630.000	923530.000
0.011	8550.000	13280.000	1000.000	93010.000	8411.000	95442.000	841182.000
0.010	8650.000	13440.000	1000.000	102277.000	9295.000	104855.000	929602.000
0.009	8750.000	13600.000	1000.000	105567.000	9617.000	108184.000	961758.000
0.009	8850.000	13760.000	1000.000	105352.000	9562.000	107925.000	956268.000
0.010	8950.000	13920.000	1000.000	104829.000	9493.000	107381.000	949405.000
0.009	9050.000	14080.000	1000.000	109600.000	9927.000	112189.000	992794.000
0.009	9150.000	14240.000	1000.000	109393.000	9916.000	111995.000	991683.000
0.008	9250.000	14400.000	1000.000	123810.000	11286.000	126925.000	1128628.000
0.008	9350.000	14560.000	1000.000	120904.000	10990.000	124742.000	1099070.000
0.008	9450.000	14720.000	1000.000	123313.000	11270.000	127263.000	1127107.000
