P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.012	7450.000	11520.000	1000.000	81309.000	7461.000	83667.000	746148.000
0.012	7550.000	11680.000	1000.000	86514.000	7992.000	88932.000	799302.000
0.012	7650.000	11840.000	1000.000	85477.000	7864.000	87814.000	786499.000
0.012	7750.000	12000.000	1000.000	81988.000	7531.000	84313.000	753174.000
0.011	7850.000	12160.000	1000.000	91618.000	8417.000	94060.000	841750.000
0.010	7950.000	12320.000	1000.000	97246.000	8988.000	99747.000	898881.000
0.010	8050.000	12480.000	1000.000	103295.000	9500.000	105916.000	950054.000
0.010	8150.000	12640.000	1000.000	100198.000	9193.000	102742.000	919391.000
0.010	8250.000	12800.000	1000.000	105216.000	9656.000	107740.000	965643.000
0.009	8350.000	12960.000	1000.000	106586.000	9856.000	109184.000	985639.000
0.009	8450.000	13120.000	1000.000	108051.000	9974.000	110626.000	997440.000
0.009	8550.000	13280.000	1000.000	109901.000	10072.000	112531.000	1007230.000
0.009	8650.000	13440.000	1000.000	112416.000	10341.000	115003.000	1034190.000
0.009	8750.000	13600.000	1000.000	117144.000	10748.000	119825.000	1074848.000
0.008	8850.000	13760.000	1000.000	119060.000	10948.000	121769.000	1094859.000
0.008	8950.000	13920.000	1000.000	125659.000	11552.000	128491.000	1155315.000
0.008	9050.000	14080.000	1000.000	131190.000	11997.000	134013.000	1199827.000
0.008	9150.000	14240.000	1000.000	131567.000	12065.000	134414.000	1206602.000
0.008	9250.000	14400.000	1000.000	128364.000	11795.000	131435.000	1179552.000
0.007	9350.000	14560.000	1000.000	135858.000	12550.000	139921.000	1255081.000
0.007	9450.000	14720.000	1000.000	146460.000	13510.000	150693.000	1351046.000
