P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.042	4250.000	6400.000	1000.000	23534.000	2163.000	25312.000	216393.000
0.040	4350.000	6560.000	1000.000	25119.000	2318.000	26924.000	231891.000
0.038	4450.000	6720.000	1000.000	26527.000	2403.000	28298.000	240377.000
0.036	4550.000	6880.000	1000.000	27430.000	2505.000	29213.000	250539.000
0.035	4650.000	7040.000	1000.000	28368.000	2596.000	30186.000	259646.000
0.034	4750.000	7200.000	1000.000	29680.000	2726.000	31482.000	272702.000
0.033	4850.000	7360.000	1000.000	30641.000	2821.000	32456.000	282141.000
0.029	4950.000	7520.000	1000.000	34091.000	3159.000	36002.000	315929.000
0.030	5050.000	7680.000	1000.000	33606.000	3099.000	35451.000	309977.000
0.027	5150.000	7840.000	1000.000	36532.000	3353.000	38409.000	335405.000
0.028	5250.000	8000.000	1000.000	35709.000	3271.000	37515.000	327133.000
0.026	5350.000	8160.000	1000.000	38392.000	3506.000	40273.000	350688.000
0.026	5450.000	8320.000	1000.000	38771.000	3559.000	40670.000	355915.000
0.024	5550.000	8480.000	1000.000	41540.000	3803.000	43449.000	380341.000
0.022	5650.000	8640.000	1000.000	44813.000	4117.000	46834.000	411793.000
0.024	5750.000	8800.000	1000.000	42363.000	3885.000	44186.000	388549.000
0.023	5850.000	8960.000	1000.000	44273.000	4045.000	46193.000	404585.000
0.020	5950.000	9120.000	1000.000	49545.000	4561.000	51578.000	456136.000
0.020	6050.000	9280.000	1000.000	50464.000	4650.000	52489.000	465053.000
0.020	6150.000	9440.000	1000.000	48947.000	4523.000	50980.000	452364.000
0.017	6250.000	9600.000	1000.000	57977.000	5317.000	60048.000	531810.000
0.018	6350.000	9760.000	1000.000	54146.000	4972.000	56232.000	497305.000
0.017	6450.000	9920.000	1000.000	58754.000	5414.000	60840.000	541458.000
0.018	6550.000	10080.000	1000.000	56775.000	5252.000	58826.000	525217.000
0.017	6650.000	10240.000	1000.000	60388.000	5514.000	62523.000	551466.000
0.016	6750.000	10400.000	1000.000	61986.000	5664.000	64065.000	566504.000
0.014	6850.000	10560.000	1000.000	69343.000	6360.000	71561.000	636064.000
0.015	6950.000	10720.000	1000.000	66634.000	6168.000	68860.000	616873.000
0.014	7050.000	10880.000	1000.000	70234.000	6457.000	72534.000	645806.000
0.014	7150.000	11040.000	1000.000	72378.000	6659.000	74654.000	665957.000
0.014	7250.000	11200.000	1000.000	73979.000	6759.000	76198.000	675959.000
0.012	7350.000	11360.000	1000.000	84235.000	7801.000	86657.000	780142.000
0.012	7450.000	11520.000	1000.000	82154.000	7583.000	84461.000	758341.000
0.012	7550.000	11680.000	1000.000	83928.000	7732.000	86245.000	773263.000
0.012	7650.000	11840.000	1000.000	85686.000	7876.000	88109.000	787683.000
0.012	7750.000	12000.000	1000.000	86879.000	8019.000	89261.000	801960.000
0.011	7850.000	12160.000	1000.000	93951.000	8649.000	96388.000	864952.000
0.011	7950.000	12320.000	1000.000	93358.000	8593.000	95793.000	859409.000
0.010	8050.000	12480.000	1000.000	97160.000	8923.000	99639.000	892353.000
0.010	8150.000	12640.000	1000.000	98746.000	9083.000	101258.000	908352.000
0.009	8250.000	12800.000	1000.000	105622.000	9697.000	108240.000	969778.000
0.010	8350.000	12960.000	1000.000	98320.000	9008.000	100772.000	900889.000
0.009	8450.000	13120.000	1000.000	107196.000	9893.000	109831.000	989395.000
0.009	8550.000	13280.000	1000.000	111528.000	10277.000	114172.000	1027792.000
0.009	8650.000	13440.000	1000.000	111085.000	10223.000	113691.000	1022379.000
0.009	8750.000	13600.000	1000.000	115330.000	10550.000	117926.000	1055078.000
0.008	8850.000	13760.000	1000.000	125188.000	11457.000	127979.000	1145773.000
0.008	8950.000	13920.000	1000.000	125250.000	11478.000	128044.000	1147868.000
0.008	9050.000	14080.000	1000.000	129277.000	11821.000	132055.000	1182182.000
0.008	9150.000	14240.000	1000.000	127964.000	11721.000	130774.000	1172153.000
0.007	9250.000	14400.000	1000.000	137592.000	12651.000	140826.000	1265175.000
0.007	9350.000	14560.000	1000.000	138212.000	12808.000	142224.000	1280923.000
0.007	9450.000	14720.000	1000.000	135075.000	12496.000	139127.000	1249701.000
