P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.049	3750.000	5600.000	1000.000	20413.000	1877.000	22096.000	187722.000
0.044	3850.000	5760.000	1000.000	22798.000	2092.000	24570.000	209290.000
0.045	3950.000	5920.000	1000.000	22280.000	2045.000	23988.000	204554.000
0.042	4050.000	6080.000	1000.000	23532.000	2162.000	25280.000	216298.000
0.042	4150.000	6240.000	1000.000	23924.000	2178.000	25645.000	217809.000
0.037	4250.000	6400.000	1000.000	26967.000	2457.000	28786.000	245733.000
0.035	4350.000	6560.000	1000.000	28545.000	2616.000	30421.000	261658.000
0.033	4450.000	6720.000	1000.000	30506.000	2775.000	32359.000	277556.000
0.032	4550.000	6880.000	1000.000	30798.000	2844.000	32651.000	284450.000
0.032	4650.000	7040.000	1000.000	31109.000	2886.000	32930.000	288623.000
0.029	4750.000	7200.000	1000.000	34733.000	3175.000	36619.000	317541.000
0.029	4850.000	7360.000	1000.000	34547.000	3205.000	36445.000	320603.000
0.028	4950.000	7520.000	1000.000	35254.000	3234.000	37181.000	323441.000
0.027	5050.000	7680.000	1000.000	37011.000	3416.000	38866.000	341647.000
0.025	5150.000	7840.000	1000.000	40613.000	3720.000	42583.000	372039.000
0.023	5250.000	8000.000	1000.000	43227.000	3982.000	45237.000	398229.000
0.023	5350.000	8160.000	1000.000	44183.000	4079.000	46168.000	407939.000
0.022	5450.000	8320.000	1000.000	46225.000	4285.000	48276.000	428560.000
0.020	5550.000	8480.000	1000.000	48937.000	4506.000	50973.000	450671.000
0.020	5650.000	8640.000	1000.000	48871.000	4511.000	50939.000	451157.000
0.019	5750.000	8800.000	1000.000	53753.000	4956.000	55936.000	495673.000
0.018	5850.000	8960.000	1000.000	54152.000	5010.000	56289.000	501056.000
0.018	5950.000	9120.000	1000.000	55618.000	5156.000	57728.000	515621.000
0.018	6050.000	9280.000	1000.000	55484.000	5155.000	57575.000	515599.000
0.016	6150.000	9440.000	1000.000	62978.000	5822.000	65182.000	582313.000
0.016	6250.000	9600.000	1000.000	64227.000	5990.000	66480.000	599082.000
0.016	6350.000	9760.000	1000.000	64112.000	5927.000	66330.000	592793.000
0.016	6450.000	9920.000	1000.000	64061.000	5892.000	66241.000	589255.000
0.013	6550.000	10080.000	1000.000	74488.000	6853.000	76824.000	685334.000
0.013	6650.000	10240.000	1000.000	75119.000	6946.000	77471.000	694668.000
0.013	6750.000	10400.000	1000.000	79843.000	7376.000	82208.000	737626.000
0.013	6850.000	10560.000	1000.000	77972.000	7188.000	80312.000	718856.000
0.012	6950.000	10720.000	1000.000	80627.000	7474.000	83029.000	747484.000
0.012	7050.000	10880.000	1000.000	85568.000	7935.000	88030.000	793526.000
0.011	7150.000	11040.000	1000.000	89571.000	8256.000	92039.000	825681.000
0.011	7250.000	11200.000	1000.000	87160.000	8060.000	89629.000	806057.000
0.011	7350.000	11360.000	1000.000	93418.000	8632.000	95985.000	863240.000
0.010	7450.000	11520.000	1000.000	99464.000	9222.000	102033.000	922245.000
0.010	7550.000	11680.000	1000.000	98289.000	9056.000	100852.000	905702.000
0.010	7650.000	11840.000	1000.000	103672.000	9645.000	106363.000	964601.000
0.009	7750.000	12000.000	1000.000	105298.000	9714.000	108002.000	971519.000
0.009	7850.000	12160.000	1000.000	106917.000	9870.000	109481.000	987099.000
0.009	7950.000	12320.000	1000.000	112346.000	10383.000	115118.000	1038348.000
0.009	8050.000	12480.000	1000.000	116645.000	10814.000	119412.000	1081478.000
0.009	8150.000	12640.000	1000.000	113688.000	10567.000	116386.000	1056730.000
0.009	8250.000	12800.000	1000.000	116330.000	10819.000	119142.000	1082003.000
0.008	8350.000	12960.000	1000.000	130260.000	12087.000	133226.000	1208821.000
0.008	8450.000	13120.000	1000.000	130642.000	12095.000	133618.000	1209554.000
0.008	8550.000	13280.000	1000.000	129114.000	11930.000	131997.000	1193033.000
0.008	8650.000	13440.000	1000.000	131927.000	12192.000	134925.000	1219330.000
0.007	8750.000	13600.000	1000.000	147659.000	13625.000	150802.000	1362622.000
0.007	8850.000	13760.000	1000.000	144740.000	13353.000	147848.000	1335432.000
0.007	8950.000	13920.000	1000.000	139745.000	12933.000	142758.000	1293345.000
0.007	9050.000	14080.000	1000.000	150162.000	13818.000	153312.000	1381921.000
0.006	9150.000	14240.000	1000.000	158531.000	14641.000	161804.000	1464226.000
0.007	9250.000	14400.000	1000.000	152594.000	14088.000	156147.000	1408909.000
0.006	9350.000	14560.000	1000.000	161367.000	14926.000	165858.000	1492668.000
0.006	9450.000	14720.000	1000.000	161988.000	15074.000	166755.000	1507439.000
