P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.051	3650.000	5440.000	1000.000	19745.000	1794.000	21440.000	179475.000
0.049	3750.000	5600.000	1000.000	20305.000	1877.000	21996.000	187719.000
0.047	3850.000	5760.000	1000.000	21424.000	1968.000	23156.000	196856.000
0.045	3950.000	5920.000	1000.000	22195.000	2053.000	23906.000	205398.000
0.045	4050.000	6080.000	1000.000	22392.000	5701.000	24177.000	570174.000
0.041	4150.000	6240.000	1000.000	24545.000	2243.000	26305.000	224357.000
0.036	4250.000	6400.000	1000.000	27860.000	2567.000	29777.000	256800.000
0.035	4350.000	6560.000	1000.000	28586.000	2627.000	30403.000	262743.000
0.034	4450.000	6720.000	1000.000	29671.000	2759.000	31497.000	275935.000
0.030	4550.000	6880.000	1000.000	33641.000	3110.000	35530.000	311023.000
0.031	4650.000	7040.000	1000.000	32704.000	3023.000	34571.000	302344.000
0.029	4750.000	7200.000	1000.000	34345.000	3173.000	36263.000	317371.000
0.030	4850.000	7360.000	1000.000	33857.000	3145.000	35654.000	314588.000
0.026	4950.000	7520.000	1000.000	38814.000	3576.000	40739.000	357683.000
0.026	5050.000	7680.000	1000.000	38692.000	3578.000	40721.000	357809.000
0.024	5150.000	7840.000	1000.000	41126.000	3800.000	43159.000	380031.000
0.024	5250.000	8000.000	1000.000	41751.000	3865.000	43759.000	386529.000
0.023	5350.000	8160.000	1000.000	43849.000	4062.000	45871.000	406266.000
0.022	5450.000	8320.000	1000.000	45575.000	4223.000	47576.000	422317.000
0.020	5550.000	8480.000	1000.000	50200.000	4653.000	52323.000	465341.000
0.021	5650.000	8640.000	1000.000	47753.000	4430.000	49829.000	443060.000
0.019	5750.000	8800.000	1000.000	53475.000	4939.000	55619.000	493924.000
0.019	5850.000	8960.000	1000.000	52793.000	4881.000	54954.000	488150.000
0.017	5950.000	9120.000	1000.000	59092.000	5455.000	61240.000	545553.000
0.018	6050.000	9280.000	1000.000	54758.000	5080.000	56835.000	508053.000
0.016	6150.000	9440.000	1000.000	62195.000	5776.000	64348.000	577667.000
0.016	6250.000	9600.000	1000.000	62299.000	5758.000	64546.000	575898.000
0.016	6350.000	9760.000	1000.000	63379.000	5869.000	65603.000	587012.000
0.015	6450.000	9920.000	1000.000	68258.000	6341.000	70496.000	634188.000
0.015	6550.000	10080.000	1000.000	67575.000	6234.000	69833.000	623500.000
0.014	6650.000	10240.000	1000.000	72852.000	6764.000	75231.000	676438.000
0.014	6750.000	10400.000	1000.000	71820.000	6646.000	74441.000	664704.000
0.012	6850.000	10560.000	1000.000	82990.000	7698.000	85749.000	769846.000
0.012	6950.000	10720.000	1000.000	85501.000	7952.000	87964.000	795297.000
0.012	7050.000	10880.000	1000.000	81756.000	7576.000	84136.000	757665.000
0.011	7150.000	11040.000	1000.000	89644.000	8281.000	92192.000	828208.000
0.012	7250.000	11200.000	1000.000	85306.000	7926.000	87885.000	792678.000
0.011	7350.000	11360.000	1000.000	92075.000	8474.000	94600.000	847464.000
0.010	7450.000	11520.000	1000.000	95847.000	8870.000	98464.000	887075.000
0.010	7550.000	11680.000	1000.000	97421.000	8985.000	99991.000	898594.000
0.010	7650.000	11840.000	1000.000	100191.000	9241.000	102756.000	924151.000
0.010	7750.000	12000.000	1000.000	102450.000	9456.000	105056.000	945677.000
0.010	7850.000	12160.000	1000.000	104409.000	9724.000	107055.000	972470.000
0.009	7950.000	12320.000	1000.000	109250.000	10110.000	111925.000	1011077.000
0.009	8050.000	12480.000	1000.000	108216.000	10012.000	110838.000	1001268.000
0.008	8150.000	12640.000	1000.000	118971.000	10997.000	121803.000	1099770.000
0.008	8250.000	12800.000	1000.000	124600.000	11534.000	127497.000	1153470.000
0.009	8350.000	12960.000	1000.000	113315.000	10423.000	115999.000	1042358.000
0.009	8450.000	13120.000	1000.000	114368.000	10535.000	117402.000	1053544.000
0.008	8550.000	13280.000	1000.000	127011.000	11723.000	129852.000	1172384.000
0.008	8650.000	13440.000	1000.000	126998.000	11730.000	129757.000	1173076.000
0.008	8750.000	13600.000	1000.000	128638.000	11881.000	131520.000	1188188.000
0.007	8850.000	13760.000	1000.000	134909.000	12456.000	137927.000	1245651.000
0.007	8950.000	13920.000	1000.000	134352.000	12386.000	137192.000	1238704.000
0.007	9050.000	14080.000	1000.000	142248.000	13170.000	145316.000	1317078.000
0.007	9150.000	14240.000	1000.000	148679.000	13630.000	151782.000	1363054.000
0.007	9250.000	14400.000	1000.000	142801.000	13135.000	146189.000	1313541.000
0.006	9350.000	14560.000	1000.000	155057.000	14335.000	159445.000	1433622.000
0.007	9450.000	14720.000	1000.000	150775.000	13952.000	155221.000	1395285.000
