P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.031	4650.000	7040.000	1000.000	32701.000	3017.000	34557.000	301749.000
0.030	4750.000	7200.000	1000.000	32880.000	3047.000	34780.000	304711.000
0.029	4850.000	7360.000	1000.000	34574.000	3148.000	36413.000	314810.000
0.028	4950.000	7520.000	1000.000	35315.000	3251.000	37192.000	325150.000
0.026	5050.000	7680.000	1000.000	38178.000	3515.000	40077.000	351548.000
0.024	5150.000	7840.000	1000.000	41706.000	3863.000	43679.000	386403.000
0.024	5250.000	8000.000	1000.000	42391.000	3927.000	44402.000	392711.000
0.022	5350.000	8160.000	1000.000	46048.000	4242.000	48099.000	424228.000
0.022	5450.000	8320.000	1000.000	46180.000	4289.000	48141.000	428998.000
0.021	5550.000	8480.000	1000.000	48480.000	4470.000	50528.000	447046.000
0.019	5650.000	8640.000	1000.000	51359.000	4775.000	53418.000	477520.000
0.019	5750.000	8800.000	1000.000	52899.000	4885.000	54967.000	488541.000
0.019	5850.000	8960.000	1000.000	51632.000	4770.000	53658.000	477038.000
0.018	5950.000	9120.000	1000.000	55105.000	5137.000	57247.000	513804.000
0.016	6050.000	9280.000	1000.000	61779.000	5683.000	63988.000	568370.000
0.017	6150.000	9440.000	1000.000	59702.000	5510.000	61836.000	551064.000
0.016	6250.000	9600.000	1000.000	60797.000	5634.000	62939.000	563480.000
0.016	6350.000	9760.000	1000.000	63256.000	5827.000	65422.000	582741.000
0.015	6450.000	9920.000	1000.000	66254.000	6146.000	68495.000	614696.000
0.015	6550.000	10080.000	1000.000	66268.000	6104.000	68440.000	610507.000
0.014	6650.000	10240.000	1000.000	71274.000	6584.000	73501.000	658490.000
0.013	6750.000	10400.000	1000.000	75718.000	6996.000	77993.000	699677.000
0.013	6850.000	10560.000	1000.000	76806.000	7102.000	79101.000	710294.000
0.013	6950.000	10720.000	1000.000	76614.000	7095.000	78965.000	709591.000
0.013	7050.000	10880.000	1000.000	78654.000	7279.000	80962.000	727941.000
0.011	7150.000	11040.000	1000.000	88333.000	8166.000	90833.000	816685.000
0.011	7250.000	11200.000	1000.000	90654.000	8352.000	93147.000	835311.000
0.011	7350.000	11360.000	1000.000	95061.000	8803.000	97616.000	880365.000
0.011	7450.000	11520.000	1000.000	94264.000	8746.000	96799.000	874713.000
0.011	7550.000	11680.000	1000.000	95214.000	8783.000	97687.000	878383.000
0.010	7650.000	11840.000	1000.000	97449.000	8996.000	99968.000	899715.000
0.010	7750.000	12000.000	1000.000	104066.000	9570.000	106668.000	957036.000
0.009	7850.000	12160.000	1000.000	105531.000	9766.000	108199.000	976698.000
0.009	7950.000	12320.000	1000.000	108332.000	10027.000	110944.000	1002803.000
0.009	8050.000	12480.000	1000.000	110178.000	10133.000	112847.000	1013419.000
0.009	8150.000	12640.000	1000.000	115780.000	10653.000	118491.000	1065401.000
0.009	8250.000	12800.000	1000.000	115618.000	10677.000	118290.000	1067764.000
0.008	8350.000	12960.000	1000.000	122983.000	11342.000	125822.000	1134286.000
0.008	8450.000	13120.000	1000.000	125815.000	11617.000	128541.000	1161754.000
0.008	8550.000	13280.000	1000.000	129830.000	12007.000	132715.000	1200792.000
0.008	8650.000	13440.000	1000.000	127959.000	11788.000	130720.000	1178926.000
0.007	8750.000	13600.000	1000.000	140875.000	12989.000	143804.000	1298951.000
0.007	8850.000	13760.000	1000.000	139753.000	12852.000	142673.000	1285327.000
0.007	8950.000	13920.000	1000.000	137863.000	12746.000	140793.000	1274712.000
0.007	9050.000	14080.000	1000.000	140230.000	12890.000	143074.000	1289097.000
0.006	9150.000	14240.000	1000.000	154782.000	14220.000	157871.000	1422113.000
0.007	9250.000	14400.000	1000.000	140841.000	12968.000	144183.000	1296863.000
0.006	9350.000	14560.000	1000.000	154930.000	14315.000	159295.000	1431590.000
0.006	9450.000	14720.000	1000.000	158003.000	14610.000	162437.000	1461102.000
