P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.016	6350.000	9760.000	1000.000	63450.000	5893.000	65649.000	589323.000
0.015	6450.000	9920.000	1000.000	65188.000	6019.000	67364.000	602011.000
0.014	6550.000	10080.000	1000.000	69396.000	6371.000	71706.000	637153.000
0.013	6650.000	10240.000	1000.000	74230.000	6860.000	76595.000	686088.000
0.013	6750.000	10400.000	1000.000	79478.000	7351.000	81828.000	735127.000
0.013	6850.000	10560.000	1000.000	76188.000	7010.000	78479.000	701090.000
0.013	6950.000	10720.000	1000.000	77516.000	7161.000	79909.000	716135.000
0.012	7050.000	10880.000	1000.000	84337.000	7759.000	86703.000	775956.000
0.012	7150.000	11040.000	1000.000	83248.000	7735.000	85610.000	773617.000
0.012	7250.000	11200.000	1000.000	85550.000	7876.000	87949.000	787696.000
0.011	7350.000	11360.000	1000.000	93121.000	8609.000	95623.000	861001.000
0.011	7450.000	11520.000	1000.000	90446.000	8381.000	92883.000	838192.000
0.010	7550.000	11680.000	1000.000	97366.000	9017.000	99861.000	901797.000
0.010	7650.000	11840.000	1000.000	100139.000	9265.000	102656.000	926551.000
0.010	7750.000	12000.000	1000.000	99296.000	9129.000	101757.000	912998.000
0.010	7850.000	12160.000	1000.000	100308.000	9226.000	102821.000	922678.000
0.010	7950.000	12320.000	1000.000	103038.000	9528.000	105589.000	952868.000
0.009	8050.000	12480.000	1000.000	114711.000	10618.000	117475.000	1061856.000
0.009	8150.000	12640.000	1000.000	116663.000	10774.000	119365.000	1077502.000
0.009	8250.000	12800.000	1000.000	116941.000	10798.000	119660.000	1079857.000
0.009	8350.000	12960.000	1000.000	115434.000	10618.000	118113.000	1061855.000
0.009	8450.000	13120.000	1000.000	116548.000	10728.000	119222.000	1072925.000
0.008	8550.000	13280.000	1000.000	121142.000	11187.000	123901.000	1118821.000
0.008	8650.000	13440.000	1000.000	130428.000	12029.000	133291.000	1202977.000
0.007	8750.000	13600.000	1000.000	134584.000	12346.000	137470.000	1234704.000
0.007	8850.000	13760.000	1000.000	134803.000	12373.000	137669.000	1237417.000
0.008	8950.000	13920.000	1000.000	127898.000	11753.000	130566.000	1175362.000
0.007	9050.000	14080.000	1000.000	136190.000	12461.000	139091.000	1246162.000
0.007	9150.000	14240.000	1000.000	145345.000	13372.000	148345.000	1337321.000
0.007	9250.000	14400.000	1000.000	146094.000	13419.000	149503.000	1341974.000
0.007	9350.000	14560.000	1000.000	150982.000	13901.000	155335.000	1390191.000
0.007	9450.000	14720.000	1000.000	151811.000	14012.000	156064.000	1401240.000
